Polska animacja autorska: od Antonisza do Bagińskiego	Tomasz Bagiński	Animowana historia Polski	2010	full	60	2400	Bagiński Animowana historia Polski 2010
Polska animacja autorska: od Antonisza do Bagińskiego	Jerzy Kalina	Solo na ugorze	1972	full	60	2400	Jerzy Kalina Solo na ugorze 1972 animacja
Polska animacja autorska: od Antonisza do Bagińskiego	Zbigniew Rybczyński	Oj! Nie mogę się zatrzymać!	1975	full	60	2400	Rybczyński Oj nie mogę się zatrzymać 1975
Polska animacja autorska: od Antonisza do Bagińskiego	Renata Gąsiorowska	Cipka	2016	fragment	45	1200	Renata Gąsiorowska Cipka Pussy 2016 animation
Polska animacja autorska: od Antonisza do Bagińskiego	Marta Pajek	Figury niemożliwe i inne historie II	2016	fragment	45	1200	Marta Pajek Impossible Figures and Other Stories II trailer
Polska animacja autorska: od Antonisza do Bagińskiego	Mariusz Wilczyński	Zabij to i wyjedź z tego miasta	2020	fragment	45	1200	Wilczyński Zabij to i wyjedź z tego miasta zwiastun
Wielka Brytania: od Animal Farm do Aardmana	Halas & Batchelor	Animal Farm	1954	full	3000	9000	Halas Batchelor Animal Farm 1954 full film
Wielka Brytania: od Animal Farm do Aardmana	Halas & Batchelor	Automania 2000	1963	full	60	2400	Halas Batchelor Automania 2000 1963
Wielka Brytania: od Animal Farm do Aardmana	George Dunning	The Flying Man	1962	full	60	2400	George Dunning The Flying Man 1962 animation
Wielka Brytania: od Animal Farm do Aardmana	George Dunning	Yellow Submarine	1968	fragment	45	1200	Yellow Submarine 1968 Beatles scene clip
Wielka Brytania: od Animal Farm do Aardmana	Bob Godfrey	Great	1975	full	60	2400	Bob Godfrey Great 1975 Brunel animation
Wielka Brytania: od Animal Farm do Aardmana	Dianne Jackson	The Snowman	1982	fragment	45	1200	The Snowman 1982 Walking in the Air scene
Wielka Brytania: od Animal Farm do Aardmana	Nick Park	A Grand Day Out	1989	fragment	45	1200	Wallace and Gromit A Grand Day Out clip Aardman
Wielka Brytania: od Animal Farm do Aardmana	Nick Park	Creature Comforts	1989	full	60	2400	Nick Park Creature Comforts 1989 Aardman
Wielka Brytania: od Animal Farm do Aardmana	Aardman	Morph	1977	full	60	2400	Morph episode Aardman classic
Wielka Brytania: od Animal Farm do Aardmana	Bracia Quay	Street of Crocodiles	1986	full	60	2400	Brothers Quay Street of Crocodiles 1986
Wielka Brytania: od Animal Farm do Aardmana	Joanna Quinn	Girls Night Out	1987	full	60	2400	Joanna Quinn Girls Night Out 1987 animation
Wielka Brytania: od Animal Farm do Aardmana	Joanna Quinn	Affairs of the Art	2021	fragment	45	1200	Joanna Quinn Affairs of the Art 2021 trailer
Wielka Brytania: od Animal Farm do Aardmana	Richard Williams	A Christmas Carol	1971	full	60	2400	Richard Williams A Christmas Carol 1971 animation
Wielka Brytania: od Animal Farm do Aardmana	Alison De Vere	The Black Dog	1987	full	60	2400	Alison De Vere The Black Dog 1987 animation
Wielka Brytania: od Animal Farm do Aardmana	Barry Purves	Next	1989	full	60	2400	Barry Purves Next 1989 Shakespeare animation
Wielka Brytania: od Animal Farm do Aardmana	Mark Baker	The Hill Farm	1989	full	60	2400	Mark Baker The Hill Farm 1989 animation
